ADDRESS,LATITUDE,LONGITUDE,ALTITUDE,ALTITUDE IN,2030 Med,Damage 2030,Damage Done 30,2060 Med,Damage 2060,Damage Done 60,LOT SIZE,CITY,COUNTY,LIST PRICE,ZIP CODE,year
738 NE 90 ST,25.863152,-80.192825,8.2,98.4,11,102517.6733,206482.3267,21,227496.1828,81503.81724,10695.63624,Miami Shores,Miami-Dade County,309000,33138,2015
9104 NE 10th Ave,25.859283,-80.17723,1.8,21.6,11,71887.5,235512.5,21,159525,147875,7500,Miami Shores,Miami-Dade County,307400,33138,2016
7334 Gary Ave,25.858311,-80.128111,2.3,27.6,11,102517.6733,197482.3267,21,227496.1828,72503.81724,10695.63624,Miami Beach,Miami-Dade County,300000,33141,2016
151 NE 53 ST,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,197481.3267,21,227496.1828,72502.81724,10695.63624,Miami,Miami-Dade County,299999,33137,2015
7270 Gary Ave,25.857608,-80.127373,5,60,11,102517.6733,197382.3267,21,227496.1828,72403.81724,10695.63624,Miami Beach,Miami-Dade County,299900,33141,2016
2010 CALAIS DR,25.853325,-80.142415,13.9,166.8,11,102517.6733,197382.3267,21,227496.1828,72403.81724,10695.63624,Miami Beach,Miami-Dade County,299900,33141,2015
401 NE 86th St,25.854547,-80.188839,13.9,166.8,11,53033.805,246466.195,21,117686.91,181813.09,5533,El Portal,Miami-Dade County,299500,33138,2017
348 NE 87th St,25.85482,-80.190224,0.9,10.8,11,102517.6733,196982.3267,21,227496.1828,72003.81724,10695.63624,El Portal,Miami-Dade County,299500,33138,2016
315 NE 55th St,25.826283,-80.189552,8.5,102,11,45528.75,253471.25,21,101032.5,197967.5,4750,Miami,Miami-Dade County,299000,33137,2017
421 NE 70th St,25.839805,-80.187725,5,60,11,48883.5,250116.5,21,108477,190523,5100,Miami,Miami-Dade County,299000,33138,2017
6865 BAY DR,25.854109,-80.12628,1,12,11,102517.6733,196482.3267,21,227496.1828,71503.81724,10695.63624,Miami Beach,Miami-Dade County,299000,33141,2015
1090 NE 81 ST,25.855374,-80.193103,0.3,3.6,11,102517.6733,196482.3267,21,227496.1828,71503.81724,10695.63624,Miami,Miami-Dade County,299000,33138,2015
500 NE 92 ST,25.863152,-80.192825,6.3,75.6,11,102517.6733,196482.3267,21,227496.1828,71503.81724,10695.63624,Miami Shores,Miami-Dade County,299000,33138,2014
1331 BAY DR,25.852646,-80.132458,13.4,160.8,11,102517.6733,196482.3267,21,227496.1828,71503.81724,10695.63624,Miami Beach,Miami-Dade County,299000,33141,2014
734 NE 90th St,25.856693,-80.182055,3.4,40.8,11,102517.6733,192482.3267,21,227496.1828,67503.81724,10695.63624,Miami,Miami-Dade County,295000,33138,2018
8687 E Dixie Hwy,25.855116,-80.176962,5,60,11,26358.75,268641.25,21,58492.5,236507.5,2750,Miami,Miami-Dade County,295000,33138,2017
551 NE 69 ST,25.855374,-80.193103,2.6,31.2,11,102517.6733,192482.3267,21,227496.1828,67503.81724,10695.63624,Miami,Miami-Dade County,295000,33138,2014
454 NE 76 ST,25.855374,-80.193103,13.9,166.8,11,102517.6733,189482.3267,21,227496.1828,64503.81724,10695.63624,Miami,Miami-Dade County,292000,33138,2015
784 NE 81st St,25.849314,-80.180432,0.3,3.6,11,54826.2,235173.8,21,121664.4,168335.6,5720,Miami,Miami-Dade County,290000,33138,2016
7601 E TREASURE DR,25.847664,-80.145714,0.1,1.2,11,102517.6733,187482.3267,21,227496.1828,62503.81724,10695.63624,North Bay Village,Miami-Dade County,290000,33141,2015
700 NE 62 ST,25.855374,-80.193103,7.3,87.6,11,102517.6733,187482.3267,21,227496.1828,62503.81724,10695.63624,Miami,Miami-Dade County,290000,33138,2015
734 NE 90 ST,25.863152,-80.192825,3.6,43.2,11,102517.6733,187482.3267,21,227496.1828,62503.81724,10695.63624,Miami Shores,Miami-Dade County,290000,33138,2013
345 NE 89 ST,25.863152,-80.192825,0.3,3.6,11,102517.6733,187382.3267,21,227496.1828,62403.81724,10695.63624,El Portal,Miami-Dade County,289900,33138,2014
185 NE 89 ST,25.863152,-80.192825,3.3,39.6,11,102517.6733,186982.3267,21,227496.1828,62003.81724,10695.63624,El Portal,Miami-Dade County,289500,33138,2014
661 NE 80th Street,25.848964,-80.183313,2.2,26.4,11,102517.6733,186482.3267,21,227496.1828,61503.81724,10695.63624,Miami,Miami-Dade County,289000,33138,2016
600 NE 36 ST,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,186482.3267,21,227496.1828,61503.81724,10695.63624,Miami,Miami-Dade County,289000,33137,2015
8230 NE 3 AV,25.850932,-80.191308,7.1,85.2,11,102517.6733,186482.3267,21,227496.1828,61503.81724,10695.63624,Miami,Miami-Dade County,289000,33138,2015
7282 GARY AV,25.857691,-80.127529,13.9,166.8,11,102517.6733,186482.3267,21,227496.1828,61503.81724,10695.63624,Miami Beach,Miami-Dade County,289000,33141,2014
1390 71 ST,25.853302,-80.13377,13.9,166.8,11,102517.6733,186482.3267,21,227496.1828,61503.81724,10695.63624,Miami Beach,Miami-Dade County,289000,33141,2014
528 NE 75 ST,25.855374,-80.193103,3.8,45.6,11,102517.6733,186482.3267,21,227496.1828,61503.81724,10695.63624,Miami,Miami-Dade County,289000,33138,2014
7282 GARY AV,25.857691,-80.127529,7.1,85.2,11,102517.6733,186482.3267,21,227496.1828,61503.81724,10695.63624,Miami Beach,Miami-Dade County,289000,33141,2013
758 NE 90 ST,25.855374,-80.193103,5,60,11,102517.6733,185482.3267,21,227496.1828,60503.81724,10695.63624,Miami,Miami-Dade County,288000,33138,2014
812 RAYMOND ST,25.857279,-80.126642,13.9,166.8,11,102517.6733,185482.3267,21,227496.1828,60503.81724,10695.63624,Miami Beach,Miami-Dade County,288000,33141,2014
921 NE 81st St,25.849816,-80.177501,4.3,51.6,11,64986.3,221213.7,21,144210.6,141989.4,6780,Miami,Miami-Dade County,286200,33138,2017
900 Bay Dr,25.853292,-80.126235,7.1,85.2,11,102517.6733,182482.3267,21,227496.1828,57503.81724,10695.63624,Miami Beach,Miami-Dade County,285000,33141,2018
6865 BAY DR,25.854109,-80.12628,4.4,52.8,11,102517.6733,182482.3267,21,227496.1828,57503.81724,10695.63624,Miami Beach,Miami-Dade County,285000,33141,2015
801 NE 87 ST,25.855374,-80.193103,10.5,126,11,102517.6733,182482.3267,21,227496.1828,57503.81724,10695.63624,Miami,Miami-Dade County,285000,33138,2014
949 NE 82 ST,25.855374,-80.193103,8.2,98.4,11,102517.6733,182482.3267,21,227496.1828,57503.81724,10695.63624,Miami,Miami-Dade County,285000,33138,2014
514 NE 76 ST,25.855374,-80.193103,5,60,11,102517.6733,180382.3267,21,227496.1828,55403.81724,10695.63624,Miami,Miami-Dade County,282900,33138,2014
5701 COLLINS AV,25.837996,-80.120382,13.9,166.8,11,102517.6733,178616.3267,21,227496.1828,53637.81724,10695.63624,Miami,Miami-Dade County,281134,33140,2015
7647 NE 3rd Ave,25.845698,-80.19094,3.6,43.2,11,39058.875,240940.125,21,86675.25,193323.75,4075,Miami,Miami-Dade County,279999,33138,2016
441 NE 71 ST,25.855374,-80.193103,13.8,165.6,11,102517.6733,177382.3267,21,227496.1828,52403.81724,10695.63624,Miami,Miami-Dade County,279900,33138,2014
7344 GARY AV,25.858469,-80.128222,4.9,58.8,11,102517.6733,172482.3267,21,227496.1828,47503.81724,10695.63624,Miami Beach,Miami-Dade County,275000,33141,2015
6450 COLLINS AV,25.84754,-80.120541,5,60,11,102517.6733,167482.3267,21,227496.1828,42503.81724,10695.63624,Miami Beach,Miami-Dade County,270000,33141,2015
929 NE 78 ST,25.855374,-80.193103,5,60,11,102517.6733,167482.3267,21,227496.1828,42503.81724,10695.63624,Miami,Miami-Dade County,270000,33138,2015
720 NE 62 ST,25.855374,-80.193103,7.1,85.2,11,102517.6733,167482.3267,21,227496.1828,42503.81724,10695.63624,Miami,Miami-Dade County,270000,33138,2014
1340 NORMANDY DR,25.854558,-80.133527,7.1,85.2,11,102517.6733,167382.3267,21,227496.1828,42403.81724,10695.63624,Miami Beach,Miami-Dade County,269900,33141,2014
460 NE 76 ST,25.855374,-80.193103,7.1,85.2,11,102517.6733,167382.3267,21,227496.1828,42403.81724,10695.63624,Miami,Miami-Dade County,269900,33138,2014
758 NE 90th St,25.857539,-80.182737,0.9,10.8,11,102517.6733,166482.3267,21,227496.1828,41503.81724,10695.63624,Miami,Miami-Dade County,269000,33138,2017
8681 E DIXIE HY,25.855057,-80.177075,4.3,51.6,11,102517.6733,162482.3267,21,227496.1828,37503.81724,10695.63624,Miami,Miami-Dade County,265000,33138,2014
771 NE 82 ST,25.855374,-80.193103,0.9,10.8,11,102517.6733,162382.3267,21,227496.1828,37403.81724,10695.63624,Miami,Miami-Dade County,264900,33138,2015
8351 NE 3 AV,25.852585,-80.19106,0.3,3.6,11,102517.6733,162382.3267,21,227496.1828,37403.81724,10695.63624,Miami,Miami-Dade County,264900,33138,2015
7600 COLLINS AV,25.861736,-80.121395,1.3,15.6,11,102517.6733,160482.3267,21,227496.1828,35503.81724,10695.63624,Miami Beach,Miami-Dade County,263000,33141,2014
880 NE 85 ST,25.855374,-80.193103,7.1,85.2,11,102517.6733,158482.3267,21,227496.1828,33503.81724,10695.63624,Miami,Miami-Dade County,261000,33138,2014
170 NE 88 ST,25.863152,-80.192825,10.5,126,11,102517.6733,157482.3267,21,227496.1828,32503.81724,10695.63624,El Portal,Miami-Dade County,260000,33138,2015
7272 GARY AV,25.857556,-80.127421,7.1,85.2,11,102517.6733,157482.3267,21,227496.1828,32503.81724,10695.63624,Miami Beach,Miami-Dade County,260000,33141,2015
3801 INDIAN CREEK DR,25.811387,-80.124298,13.9,166.8,11,102517.6733,157482.3267,21,227496.1828,32503.81724,10695.63624,Indian Creek,Miami-Dade County,260000,33140,2015
7322 GARY AV,25.858233,-80.127939,8.1,97.2,11,102517.6733,157482.3267,21,227496.1828,32503.81724,10695.63624,Miami Beach,Miami-Dade County,260000,33141,2015
5445 COLLINS AV,25.834101,-80.120254,5,60,11,102517.6733,156482.3267,21,227496.1828,31503.81724,10695.63624,Miami Beach,Miami-Dade County,259000,33140,2015
360 NE 87 ST,25.863152,-80.192825,0.3,3.6,11,102517.6733,156482.3267,21,227496.1828,31503.81724,10695.63624,El Portal,Miami-Dade County,259000,33138,2015
738 NE 90 ST,25.863152,-80.192825,2.9,34.8,11,102517.6733,156482.3267,21,227496.1828,31503.81724,10695.63624,Miami,Miami-Dade County,259000,33138,2015
7600 COLLINS AV,25.861736,-80.121395,13.9,166.8,11,102517.6733,156482.3267,21,227496.1828,31503.81724,10695.63624,Miami Beach,Miami-Dade County,259000,33141,2015
8000 EAST DR,25.854285,-80.157277,2.1,25.2,11,102517.6733,152482.3267,21,227496.1828,27503.81724,10695.63624,North Bay Village,Miami-Dade County,255000,33141,2014
1865 79,25.846208,-80.153935,3.1,37.2,11,102517.6733,151482.3267,21,227496.1828,26503.81724,10695.63624,North Bay Village,Miami-Dade County,254000,33141,2015
4737 NE MIAMI PL,25.819285,-80.193827,2.5,30,11,102517.6733,147482.3267,21,227496.1828,22503.81724,10695.63624,Miami,Miami-Dade County,250000,33137,2015
4710 Pine Tree Dr,25.822421,-80.126499,13.9,166.8,11,102517.6733,147482.3267,21,227496.1828,22503.81724,10695.63624,Miami Beach,Miami-Dade County,250000,33140,2017
8270 NE 4th Avenue,25.851156,-80.189583,0.2,2.4,11,102517.6733,147482.3267,21,227496.1828,22503.81724,10695.63624,Miami,Miami-Dade County,250000,33138,2016
7939 West Dr,25.853359,-80.157215,5,60,11,102517.6733,146482.3267,21,227496.1828,21503.81724,10695.63624,North Bay Village,Miami-Dade County,249000,33141,2016
661 NE 88th St,25.856318,-80.183323,1,12,11,102517.6733,146482.3267,21,227496.1828,21503.81724,10695.63624,Miami Shores,Miami-Dade County,249000,33138,2016
1039 NE LITTLE RIVER DR,25.84611,-80.175354,1.3,15.6,11,102517.6733,146482.3267,21,227496.1828,21503.81724,10695.63624,Miami,Miami-Dade County,249000,33138,2013
1701 N Treasure Dr,25.847598,-80.150258,7.1,85.2,11,102517.6733,145482.3267,21,227496.1828,20503.81724,10695.63624,North Bay Village,Miami-Dade County,248000,33141,2017
6770 Indian Creek Dr,25.851627,-80.122692,7.6,91.2,11,102517.6733,142482.3267,21,227496.1828,17503.81724,10695.63624,Miami Beach,Miami-Dade County,245000,33141,2018
621 NE 67 ST,25.855374,-80.193103,7.1,85.2,11,102517.6733,139882.3267,21,227496.1828,14903.81724,10695.63624,Miami,Miami-Dade County,242400,33138,2015
251 NE 46TH ST,25.818145,-80.190295,1.4,16.8,11,102517.6733,137482.3267,21,227496.1828,12503.81724,10695.63624,Miami,Miami-Dade County,240000,33137,2015
4710 Pine Tree Dr,25.822421,-80.126499,8.2,98.4,11,102517.6733,136482.3267,21,227496.1828,11503.81724,10695.63624,Miami Beach,Miami-Dade County,239000,33140,2018
7601 E TREASURE DR,25.847664,-80.145714,1.3,15.6,11,102517.6733,134982.3267,21,227496.1828,10003.81724,10695.63624,North Bay Village,Miami-Dade County,237500,33141,2015
1880 S Treasure Dr,25.844498,-80.146607,0.3,3.6,11,102517.6733,132982.3267,21,227496.1828,8003.81724,10695.63624,North Bay Village,Miami-Dade County,235500,33141,2017
6345 Collins Ave,25.845235,-80.119883,1.4,16.8,11,102517.6733,132482.3267,21,227496.1828,7503.81724,10695.63624,Miami Beach,Miami-Dade County,235000,33141,2016
231 NE 89 ST,25.863152,-80.192825,0.8,9.6,11,102517.6733,132482.3267,21,227496.1828,7503.81724,10695.63624,El Portal,Miami-Dade County,235000,33138,2014
4710 Pine Tree Dr,25.822421,-80.126499,3.4,40.8,11,102517.6733,132382.3267,21,227496.1828,7403.81724,10695.63624,Miami Beach,Miami-Dade County,234900,33140,2018
6345 Collins Ave,25.845235,-80.119883,13.9,166.8,11,102517.6733,127482.3267,21,227496.1828,2503.81724,10695.63624,Miami Beach,Miami-Dade County,230000,33141,2017
5445 Collins Avenue,25.834101,-80.120254,8.2,98.4,11,0,230000,21,0,230000,0,Miami Beach,Miami-Dade County,230000,33140,2014
453 NE 69th St,25.839111,-80.18708,2.9,34.8,11,48883.5,177916.5,21,108477,118323,5100,Miami,Miami-Dade County,226800,33138,2017
8955 NE 4th Ave Rd,25.857455,-80.189092,13.9,166.8,11,102517.6733,117482.3267,21,227496.1828,-7496.18276,10695.63624,Miami Shores,Miami-Dade County,220000,33138,2018
8401 NE 2 CT,25.852592,-80.192637,3.3,39.6,11,102517.6733,117482.3267,21,227496.1828,-7496.18276,10695.63624,Miami,Miami-Dade County,220000,33138,2014
6525 E Collins Ave,25.848612,-80.119698,10.5,126,11,102517.6733,112482.3267,21,227496.1828,-12496.18276,10695.63624,Miami Beach,Miami-Dade County,215000,33141,2019
6345 Collins Ave,25.845235,-80.119883,3.3,39.6,11,102517.6733,112482.3267,21,227496.1828,-12496.18276,10695.63624,Miami Beach,Miami-Dade County,215000,33141,2017
8310 NE 4 AV,25.855374,-80.193103,2.6,31.2,11,102517.6733,112482.3267,21,227496.1828,-12496.18276,10695.63624,Miami,Miami-Dade County,215000,33138,2014
631 NE 87 ST,25.855374,-80.193103,7.1,85.2,11,102517.6733,112482.3267,21,227496.1828,-12496.18276,10695.63624,Miami,Miami-Dade County,215000,33138,2014
8930 NE 8 AV,25.855374,-80.193103,1.1,13.2,11,102517.6733,112482.3267,21,227496.1828,-12496.18276,10695.63624,Miami,Miami-Dade County,215000,33138,2014
5521 NE 1st Ct,25.82676,-80.192879,5,60,11,42653.25,167346.75,21,94651.5,115348.5,4450,Miami,Miami-Dade County,210000,33137,2019
777 NE 62nd St,25.833767,-80.181327,13.9,166.8,11,102517.6733,107482.3267,21,227496.1828,-17496.18276,10695.63624,Miami,Miami-Dade County,210000,33138,2017
965 NE 80 ST,25.855374,-80.193103,5,60,11,102517.6733,107482.3267,21,227496.1828,-17496.18276,10695.63624,Miami,Miami-Dade County,210000,33138,2014
6345 Collins Ave,25.845235,-80.119883,3.1,37.2,11,102517.6733,107382.3267,21,227496.1828,-17596.18276,10695.63624,Miami Beach,Miami-Dade County,209900,33141,2017
755 NE 82 ST,25.855374,-80.193103,3.4,40.8,11,102517.6733,106482.3267,21,227496.1828,-18496.18276,10695.63624,Miami,Miami-Dade County,209000,33138,2014
900 BAY DR,25.853292,-80.126235,13.9,166.8,11,102517.6733,106482.3267,21,227496.1828,-18496.18276,10695.63624,Miami Beach,Miami-Dade County,209000,33141,2013
21245 NE 9th Ct,25.97175,-80.183777,13.9,166.8,11,102517.6733,105482.3267,21,227496.1828,-19496.18276,10695.63624,Miami,Miami-Dade County,208000,33179,2019
8287 E Dixie Hwy,25.851352,-80.181686,0.3,3.6,11,102517.6733,105482.3267,21,227496.1828,-19496.18276,10695.63624,Miami,Miami-Dade County,208000,33138,2016
1785 Calais Dr,25.853882,-80.139781,7.1,85.2,11,102517.6733,104482.3267,21,227496.1828,-20496.18276,10695.63624,Miami Beach,Miami-Dade County,207000,33141,2018
543 NE 72 ST,25.855374,-80.193103,11.9,142.8,11,102517.6733,102382.3267,21,227496.1828,-22596.18276,10695.63624,Miami,Miami-Dade County,204900,33138,2015
150 NE 63rd St,25.8336,-80.193177,2.9,34.8,11,42269.85,157630.15,21,93800.7,106099.3,4410,Miami,Miami-Dade County,199900,33138,2018
6345 Collins Ave,25.845235,-80.119883,1.8,21.6,11,102517.6733,97382.32667,21,227496.1828,-27596.18276,10695.63624,Miami Beach,Miami-Dade County,199900,33141,2017
6345 Collins Ave,25.845235,-80.119883,10.5,126,11,102517.6733,97382.32667,21,227496.1828,-27596.18276,10695.63624,Miami Beach,Miami-Dade County,199900,33141,2016
154 NE 76th st,25.84452,-80.193776,5,60,11,102517.6733,96482.32667,21,227496.1828,-28496.18276,10695.63624,Miami,Miami-Dade County,199000,33138,2018
8925 NE 4th Ave Rd,25.857176,-80.188941,13.9,166.8,11,102517.6733,96482.32667,21,227496.1828,-28496.18276,10695.63624,Miami Shores,Miami-Dade County,199000,33138,2018
1231 NE 85 ST,25.855374,-80.193103,2,24,11,102517.6733,96482.32667,21,227496.1828,-28496.18276,10695.63624,Miami,Miami-Dade County,199000,33138,2014
462 NE 63 ST,25.855374,-80.193103,13.9,166.8,11,102517.6733,95082.32667,21,227496.1828,-29896.18276,10695.63624,Miami,Miami-Dade County,197600,33138,2014
8705 NE 4th,25.855122,-80.188852,5,60,11,102517.6733,91482.32667,21,227496.1828,-33496.18276,10695.63624,Miami Shores,Miami-Dade County,194000,33138,2018
8917 NE 4th Ave Rd,25.857101,-80.18894,13.9,166.8,11,102517.6733,89982.32667,21,227496.1828,-34996.18276,10695.63624,Miami Shores,Miami-Dade County,192500,33138,2018
4130 Collins Ave,25.813688,-80.123144,0.3,3.6,11,102517.6733,82982.32667,21,227496.1828,-41996.18276,10695.63624,Miami Beach,Miami-Dade County,185500,33140,2016
169 NE 53rd St,25.824932,-80.192469,1,12,11,43132.5,141767.5,21,95715,89185,4500,Miami,Miami-Dade County,184900,33137,2018
7620 NE 3rd Ct,25.84529,-80.190472,0.3,3.6,11,47925,132075,21,106350,73650,5000,Miami,Miami-Dade County,180000,33138,2018
8923 NE 4th Ave Rd,25.857157,-80.188941,13.9,166.8,11,102517.6733,77482.32667,21,227496.1828,-47496.18276,10695.63624,Miami Shores,Miami-Dade County,180000,33138,2017
4710 PINETREE DR,25.822421,-80.126499,13.9,166.8,11,102517.6733,77482.32667,21,227496.1828,-47496.18276,10695.63624,Miami Beach,Miami-Dade County,180000,33140,2015
8681 E DIXIE HY,25.855057,-80.177075,5,60,11,102517.6733,77482.32667,21,227496.1828,-47496.18276,10695.63624,Miami,Miami-Dade County,180000,33138,2014
7300 OCEAN TE,25.858652,-80.120119,0.3,3.6,11,102517.6733,77382.32667,21,227496.1828,-47596.18276,10695.63624,Miami Beach,Miami-Dade County,179900,33141,2017
97 NE 53 ST,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,76982.32667,21,227496.1828,-47996.18276,10695.63624,Miami,Miami-Dade County,179500,33137,2015
337 NE 56th St,25.827523,-80.189138,3.7,44.4,11,102517.6733,76482.32667,21,227496.1828,-48496.18276,10695.63624,Miami,Miami-Dade County,179000,33137,2016
175 NE 60 ST,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,76482.32667,21,227496.1828,-48496.18276,10695.63624,Miami,Miami-Dade County,179000,33137,2015
4720 PINE TREE DR,25.822421,-80.126499,6.3,75.6,11,102517.6733,72482.32667,21,227496.1828,-52496.18276,10695.63624,Miami Beach,Miami-Dade County,175000,33140,2015
651 NE 75 ST,25.855374,-80.193103,13.9,166.8,11,102517.6733,72482.32667,21,227496.1828,-52496.18276,10695.63624,Miami,Miami-Dade County,175000,33138,2015
4720 PINE TREE DR,25.822421,-80.126499,13.9,166.8,11,102517.6733,72482.32667,21,227496.1828,-52496.18276,10695.63624,Miami Beach,Miami-Dade County,175000,33140,2015
4720 PINETREE DR,25.822421,-80.126499,0.3,3.6,11,102517.6733,72482.32667,21,227496.1828,-52496.18276,10695.63624,Miami Beach,Miami-Dade County,175000,33140,2014
8301 NE 2 CT,25.851476,-80.192724,10.5,126,11,102517.6733,67482.32667,21,227496.1828,-57496.18276,10695.63624,Miami,Miami-Dade County,170000,33138,2015
7933 WEST DR,25.849435,-80.15765,0.3,3.6,11,102517.6733,67481.32667,21,227496.1828,-57497.18276,10695.63624,North Bay Village,Miami-Dade County,169999,33141,2014
4720 Pine Tree Dr,25.822421,-80.126499,5,60,11,102517.6733,67220.32667,21,227496.1828,-57758.18276,10695.63624,Miami Beach,Miami-Dade County,169738,33140,2018
4730 Pine Tree Dr,25.822632,-80.126133,0.3,3.6,11,102517.6733,66482.32667,21,227496.1828,-58496.18276,10695.63624,Miami Beach,Miami-Dade County,169000,33140,2018
4710 Pine Tree Dr,25.822421,-80.126499,2.4,28.8,11,102517.6733,66481.32667,21,227496.1828,-58497.18276,10695.63624,Miami Beach,Miami-Dade County,168999,33140,2019
4720 PINE TREE DR,25.822421,-80.126499,8.3,99.6,11,102517.6733,62482.32667,21,227496.1828,-62496.18276,10695.63624,Miami Beach,Miami-Dade County,165000,33140,2015
129 NE 60th St,25.831128,-80.193722,4.1,49.2,11,43132.5,116867.5,21,95715,64285,4500,Miami,Miami-Dade County,160000,33137,2019
226 NE 56 st,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,57482.32667,21,227496.1828,-67496.18276,10695.63624,Miami,Miami-Dade County,160000,33137,2016
4710 Pine Tree Dr,25.822421,-80.126499,5,60,11,102517.6733,56482.32667,21,227496.1828,-68496.18276,10695.63624,Miami Beach,Miami-Dade County,159000,33140,2016
7506 NE 3 PL,25.843889,-80.191306,1.3,15.6,11,29953.125,120046.875,21,66468.75,83531.25,3125,Miami,Miami-Dade County,150000,33138,2019
6484 Indian Creek Dr,25.847923,-80.121749,13.9,166.8,11,102517.6733,47482.32667,21,227496.1828,-77496.18276,10695.63624,Miami Beach,Miami-Dade County,150000,33141,2016
367 NE 86 ST,25.855374,-80.193103,0.3,3.6,11,102517.6733,47482.32667,21,227496.1828,-77496.18276,10695.63624,Miami,Miami-Dade County,150000,33138,2015
260 NE 56th St,25.827102,-80.190645,1.1,13.2,11,45528.75,104470.25,21,101032.5,48966.5,4750,Miami,Miami-Dade County,149999,33137,2016
791 NE 87 ST,25.855374,-80.193103,0.5,6,11,102517.6733,47382.32667,21,227496.1828,-77596.18276,10695.63624,Miami,Miami-Dade County,149900,33138,2013
8279 NE 3 CT,25.851817,-80.191033,0.8,9.6,11,102517.6733,47382.32667,21,227496.1828,-77596.18276,10695.63624,Miami,Miami-Dade County,149900,33138,2015
9029 NE 4th Avenue Rd,25.858492,-80.186084,0.3,3.6,11,102517.6733,46982.32667,21,227496.1828,-77996.18276,10695.63624,Miami Shores,Miami-Dade County,149500,33138,2016
1801 S Treasure Dr #412a,25.845122,-80.147828,4.2,50.4,11,102517.6733,46482.32667,21,227496.1828,-78496.18276,10695.63624,North Bay Village,Miami-Dade County,149000,33141,2018
4730 Pine Tree Dr,25.822632,-80.126133,5.9,70.8,11,102517.6733,46482.32667,21,227496.1828,-78496.18276,10695.63624,Miami Beach,Miami-Dade County,149000,33140,2016
4130 Collins Ave,25.813688,-80.123144,13.9,166.8,11,102517.6733,42482.32667,21,227496.1828,-82496.18276,10695.63624,Miami Beach,Miami-Dade County,145000,33140,2018
286 NE 57th St,25.827742,-80.19022,0.4,4.8,11,102517.6733,40482.32667,21,227496.1828,-84496.18276,10695.63624,Miami,Miami-Dade County,143000,33137,2016
1801 S Treasure Dr #306,25.845122,-80.147828,2,24,11,102517.6733,36482.32667,21,227496.1828,-88496.18276,10695.63624,North Bay Village,Miami-Dade County,139000,33141,2018
315 NE 58 TER,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,36482.32667,21,227496.1828,-88496.18276,10695.63624,Miami,Miami-Dade County,139000,33137,2017
4130 Collins Ave,25.813688,-80.123144,2.3,27.6,11,102517.6733,36482.32667,21,227496.1828,-88496.18276,10695.63624,Miami Beach,Miami-Dade County,139000,33140,2017
4130 Collins Ave,25.813688,-80.123144,13.9,166.8,11,102517.6733,36482.32667,21,227496.1828,-88496.18276,10695.63624,Miami Beach,Miami-Dade County,139000,33140,2016
6498 Collins Ave,25.848261,-80.120582,2.9,34.8,11,102517.6733,32482.32667,21,227496.1828,-92496.18276,10695.63624,Miami Beach,Miami-Dade County,135000,33141,2019
6484 Indian Creek Dr,25.847923,-80.121749,5,60,11,102517.6733,32482.32667,21,227496.1828,-92496.18276,10695.63624,Miami Beach,Miami-Dade County,135000,33141,2018
7920 EAST DR,25.851006,-80.15769,6.4,76.8,11,102517.6733,32482.32667,21,227496.1828,-92496.18276,10695.63624,North Bay Village,Miami-Dade County,135000,33141,2016
285 NE 82nd St,25.850182,-80.191202,2.6,31.2,11,64296.18,68203.82,21,142679.16,-10179.16,6708,Miami,Miami-Dade County,132500,33138,2017
4740 Pine Tree Dr,25.822741,-80.12611,0.2,2.4,11,102517.6733,29482.32667,21,227496.1828,-95496.18276,10695.63624,Miami Beach,Miami-Dade County,132000,33140,2017
6498 Collins Ave,25.848261,-80.120582,1.5,18,11,102517.6733,27482.32667,21,227496.1828,-97496.18276,10695.63624,Miami Beach,Miami-Dade County,130000,33141,2018
6498 Collins ave,25.848261,-80.120582,13.9,166.8,11,102517.6733,27481.32667,21,227496.1828,-97497.18276,10695.63624,Miami Beach,Miami-Dade County,129999,33141,2018
729 NE 85 ST,25.855374,-80.193103,4.2,50.4,11,102517.6733,26482.32667,21,227496.1828,-98496.18276,10695.63624,Miami,Miami-Dade County,129000,33138,2014
6494 COLLINS AV,25.848098,-80.120576,2,24,11,102517.6733,25382.32667,21,227496.1828,-99596.18276,10695.63624,Miami Beach,Miami-Dade County,127900,33141,2014
520 NE 75 ST,25.855374,-80.193103,0.3,3.6,11,102517.6733,24482.32667,21,227496.1828,-100496.1828,10695.63624,Miami,Miami-Dade County,127000,33138,2014
4740 Pine Tree Dr,25.822741,-80.12611,1,12,11,102517.6733,22482.32667,21,227496.1828,-102496.1828,10695.63624,Miami Beach,Miami-Dade County,125000,33140,2018
6484 Indian Creek,25.847923,-80.121749,5,60,11,102517.6733,22482.32667,21,227496.1828,-102496.1828,10695.63624,Miami Beach,Miami-Dade County,125000,33141,2016
6484 INDIAN CREEK DR,25.847923,-80.121749,0.6,7.2,11,102517.6733,22482.32667,21,227496.1828,-102496.1828,10695.63624,Miami Beach,Miami-Dade County,125000,33141,2015
6484 INDIAN CREEK DR,25.847923,-80.121749,13.9,166.8,11,102517.6733,22482.32667,21,227496.1828,-102496.1828,10695.63624,Miami Beach,Miami-Dade County,125000,33141,2015
