ADDRESS,LATITUDE,LONGITUDE,ALTITUDE,ALTITUDE IN,2030 Med,Damage 2030,Damage Done 30,% 30,2060 Med,Damage 2060,Damage Done 60,% 60,LOT SIZE,CITY,COUNTY,LIST PRICE,ZIP CODE,year
910 NE 78 ST,25.855374,-80.193103,0.3,3.6,11,102517.6733,596482.3267,14.66633381,21,227496.1828,471503.8172,32.54594889,10695.63624,Miami,Miami-Dade County,699000,33138,2015
4212 SHERIDAN AV,25.815052,-80.127673,0.3,3.6,11,102517.6733,596482.3267,14.66633381,21,227496.1828,471503.8172,32.54594889,10695.63624,Miami Beach,Miami-Dade County,699000,33140,2015
9150 N BAYSHORE DR,25.86,-80.171966,3.9,46.8,11,102517.6733,596482.3267,14.66633381,21,227496.1828,471503.8172,32.54594889,10695.63624,Miami Shores,Miami-Dade County,699000,33138,2015
423 NE 92 ST,25.863152,-80.192825,13.9,166.8,11,102517.6733,596482.3267,14.66633381,21,227496.1828,471503.8172,32.54594889,10695.63624,Miami Shores,Miami-Dade County,699000,33138,2014
695 NE 71st St,25.840607,-80.182342,7.1,85.2,11,102517.6733,595482.3267,14.68734575,21,227496.1828,470503.8172,32.59257633,10695.63624,Miami,Miami-Dade County,698000,33138,2016
9312 NE 9th PL,25.861338,-80.178664,5,60,11,102517.6733,595482.3267,14.68734575,21,227496.1828,470503.8172,32.59257633,10695.63624,Miami Shores,Miami-Dade County,698000,33138,2016
754 NE 81st St,25.849305,-80.180938,5,60,11,54826.2,640173.8,7.888661871,21,121664.4,573335.6,17.50566906,5720,Miami,Miami-Dade County,695000,33138,2017
870 W 43rd Ct,25.816466,-80.13428,7.8,93.6,11,60385.5,634614.5,8.688561151,21,134001,560999,19.28071942,6300,Miami Beach,Miami-Dade County,695000,33140,2017
921 NE 82nd Ter,25.851137,-80.177605,13.9,166.8,11,102517.6733,592482.3267,14.75074436,21,227496.1828,467503.8172,32.73326371,10695.63624,Miami,Miami-Dade County,695000,33138,2016
445 W 42 ST,25.8151,-80.128345,7.1,85.2,11,102517.6733,592482.3267,14.75074436,21,227496.1828,467503.8172,32.73326371,10695.63624,Miami Beach,Miami-Dade County,695000,33140,2015
870 N SHORE DR,25.859809,-80.142031,0.3,3.6,11,102517.6733,592482.3267,14.75074436,21,227496.1828,467503.8172,32.73326371,10695.63624,Miami Beach,Miami-Dade County,695000,33141,2015
701 NE 81 ST,25.855374,-80.193103,0.3,3.6,11,102517.6733,592482.3267,14.75074436,21,227496.1828,467503.8172,32.73326371,10695.63624,Miami,Miami-Dade County,695000,33138,2014
345 FAIRWAY DR,25.860363,-80.133726,5,60,11,102517.6733,592482.3267,14.75074436,21,227496.1828,467503.8172,32.73326371,10695.63624,Miami Beach,Miami-Dade County,695000,33141,2014
193 N SHORE DR,25.859934,-80.130628,3.3,39.6,11,102517.6733,591482.3267,14.77199904,21,227496.1828,466503.8172,32.78042979,10695.63624,Miami Beach,Miami-Dade County,694000,33141,2017
163 N Shore Dr,25.859382,-80.130154,1.1,13.2,11,102517.6733,587482.3267,14.85763382,21,227496.1828,462503.8172,32.97046127,10695.63624,Miami Beach,Miami-Dade County,690000,33141,2017
1320 Marseille Dr,25.855497,-80.133671,5,60,11,102517.6733,587482.3267,14.85763382,21,227496.1828,462503.8172,32.97046127,10695.63624,Miami Beach,Miami-Dade County,690000,33141,2016
6301 COLLINS AV,25.844651,-80.120029,5,60,11,102517.6733,587482.3267,14.85763382,21,227496.1828,462503.8172,32.97046127,10695.63624,Miami Beach,Miami-Dade County,690000,33141,2015
764 NE 76th St,25.844816,-80.180617,0.3,3.6,11,59906.25,629593.75,8.688361131,21,132937.5,556562.5,19.28027556,6250,Miami,Miami-Dade County,689500,33138,2017
821 NE 71st St,25.840683,-80.179561,3.3,39.6,11,71887.5,617112.5,10.43359942,21,159525,529475,23.15312046,7500,Miami,Miami-Dade County,689000,33138,2019
740 NE 71st St,25.840144,-80.181596,5,60,11,89859.375,599140.625,13.04199927,21,199406.25,489593.75,28.94140058,9375,Miami,Miami-Dade County,689000,33138,2018
525 NE 92nd St,25.860132,-80.186704,0.6,7.2,11,92016,596984,13.35500726,21,204192,484808,29.63599419,9600,Miami Shores,Miami-Dade County,689000,33138,2018
651 NE 69 ST,25.855374,-80.193103,5,60,11,102517.6733,586482.3267,14.87919787,21,227496.1828,461503.8172,33.0183139,10695.63624,Miami,Miami-Dade County,689000,33138,2014
5850 Alton Rd,25.840006,-80.131371,13.9,166.8,11,71168.625,616331.375,10.3518,21,157929.75,529570.25,22.9716,7425,Miami Beach,Miami-Dade County,687500,33140,2018
4200 NE 1st Ave,25.815098,-80.193659,13.8,165.6,11,47925,637075,6.996350365,21,106350,578650,15.52554745,5000,Miami,Miami-Dade County,685000,33137,2019
7621 Miami View Dr,25.845956,-80.15969,2.4,28.8,11,73804.5,611195.5,10.77437956,21,163779,521221,23.90934307,7700,North Bay Village,Miami-Dade County,685000,33141,2018
1160 NE 91st Ter,25.85946,-80.173805,5,60,11,101840.625,583159.375,14.86724453,21,225993.75,459006.25,32.99178832,10625,Miami Shores,Miami-Dade County,685000,33138,2018
653 NE 73 ST,25.855374,-80.193103,0.4,4.8,11,102517.6733,582482.3267,14.9660837,21,227496.1828,457503.8172,33.21112157,10695.63624,Miami,Miami-Dade County,685000,33138,2015
698 NE 67 ST,25.855374,-80.193103,5,60,11,102517.6733,582482.3267,14.9660837,21,227496.1828,457503.8172,33.21112157,10695.63624,Miami,Miami-Dade County,685000,33138,2015
303 Fairway Dr,25.860383,-80.133187,0.3,3.6,11,102517.6733,582481.3267,14.96610555,21,227496.1828,457502.8172,33.21117005,10695.63624,Miami Beach,Miami-Dade County,684999,33141,2016
798 NE 70th St,25.839538,-80.180355,0.3,3.6,11,103518,576482,15.22323529,21,229716,450284,33.78176471,10800,Miami,Miami-Dade County,680000,33138,2019
958 NE 84th St,25.852804,-80.177728,5,60,11,189207.9,490792.1,27.82469118,21,419869.8,260130.2,61.74555882,19740,Miami,Miami-Dade County,680000,33138,2018
7700 Coquina Dr,25.846841,-80.158372,3.5,42,11,76680,603320,11.27647059,21,170160,509840,25.02352941,8000,North Bay Village,Miami-Dade County,680000,33141,2018
485 NE 92nd St,25.860112,-80.18737,3.6,43.2,11,102517.6733,577482.3267,15.07612843,21,227496.1828,452503.8172,33.45532099,10695.63624,Miami Shores,Miami-Dade County,680000,33138,2016
1831 BAY DR,25.849929,-80.139558,7.1,85.2,11,102517.6733,577482.3267,15.07612843,21,227496.1828,452503.8172,33.45532099,10695.63624,Miami Beach,Miami-Dade County,680000,33141,2015
121 NE 46 ST,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,577382.3267,15.07834583,21,227496.1828,452403.8172,33.46024162,10695.63624,Miami,Miami-Dade County,679900,33137,2015
5928 NE 5th Ave,25.830677,-80.186137,5,60,11,74034.54,605865.46,10.88903368,21,164289.48,515610.52,24.16377114,7724,Miami,Miami-Dade County,679900,33137,2018
1556 71st St,25.851889,-80.135758,3,36,11,61756.155,618143.845,9.083123253,21,137042.61,542857.39,20.15628916,6443,Miami Beach,Miami-Dade County,679900,33141,2017
763 NE 74th St,25.843603,-80.180603,9.2,110.4,11,67861.8,611138.2,9.99437408,21,150591.6,528408.4,22.17843888,7080,Miami,Miami-Dade County,679000,33138,2018
1225 NE 93rd St,25.861595,-80.173962,5,60,11,94172.625,584827.375,13.86931149,21,208977.75,470022.25,30.77728277,9825,Miami Shores,Miami-Dade County,679000,33138,2017
813 NE 72nd St,25.84132,-80.179971,13.9,166.8,11,71887.5,607112.5,10.58726068,21,159525,519475,23.49410898,7500,Miami,Miami-Dade County,679000,33138,2016
726 NE 73 ST,25.855374,-80.193103,3.6,43.2,11,102517.6733,576482.3267,15.09833186,21,227496.1828,451503.8172,33.50459245,10695.63624,Miami,Miami-Dade County,679000,33138,2015
193 N SHORE DR,25.859934,-80.130628,0.4,4.8,11,102517.6733,576482.3267,15.09833186,21,227496.1828,451503.8172,33.50459245,10695.63624,Miami Beach,Miami-Dade County,679000,33141,2014
635 NE 56 ST,25.813153,-80.191714,13.89999962,166.7999954,11,102517.6733,576482.3267,15.09833186,21,227496.1828,451503.8172,33.50459245,10695.63624,Miami,Miami-Dade County,679000,33137,2014
8120 NE 12th Ave,25.850227,-80.174117,3.6,43.2,11,70641.45,604358.55,10.4654,21,156759.9,518240.1,23.22368889,7370,Miami,Miami-Dade County,675000,33138,2018
4700 Alton Rd,25.82316,-80.135718,2.2,26.4,11,57510,617490,8.52,21,127620,547380,18.90666667,6000,Miami Beach,Miami-Dade County,675000,33140,2017
7534 NE 6 Ct.,25.844776,-80.18374,2,24,11,41694.75,633305.25,6.177,21,92524.5,582475.5,13.70733333,4350,Miami,Miami-Dade County,675000,33138,2017
800 NE 76th St,25.844688,-80.179517,7.1,85.2,11,129934.26,545065.74,19.24952,21,288336.12,386663.88,42.71646222,13556,Miami,Miami-Dade County,675000,33138,2017
4550 Sheridan Ave,25.82041,-80.126419,5,60,11,64219.5,610780.5,9.514,21,142509,532491,21.11244444,6700,Miami Beach,Miami-Dade County,675000,33140,2016
9007 NE 10th Ave,25.858784,-80.176671,9.1,109.2,11,102517.6733,572482.3267,15.18780346,21,227496.1828,447503.8172,33.70313819,10695.63624,Miami,Miami-Dade County,675000,33138,2016
751 Fairway Dr,25.860077,-80.140185,2.9,34.8,11,71484.93,603515.07,10.59036,21,158631.66,516368.34,23.50098667,7458,Miami Beach,Miami-Dade County,675000,33141,2015
810 NE 74 ST,25.855374,-80.193103,13.9,166.8,11,102517.6733,572482.3267,15.18780346,21,227496.1828,447503.8172,33.70313819,10695.63624,Miami,Miami-Dade County,675000,33138,2015
7400 NE 8th Ave,25.843675,-80.179971,5,60,11,73123.965,600276.035,10.85891966,21,162268.83,511131.17,24.09694535,7629,Miami,Miami-Dade County,673400,33138,2018
1116 NE 92 ST,25.863152,-80.192825,2.6,31.2,11,102517.6733,567382.3267,15.30342937,21,227496.1828,442403.8172,33.95972276,10695.63624,Miami Shores,Miami-Dade County,669900,33138,2015
7530 NE 7th Ct,25.844797,-80.181261,8.2,98.4,11,61257.735,607742.265,9.156612108,21,135936.57,533063.43,20.31936771,6391,Miami,Miami-Dade County,669000,33138,2016
860 N Shore Dr,25.859895,-80.141857,3.3,39.6,11,71206.965,597793.035,10.64379148,21,158014.83,510985.17,23.61955605,7429,Miami Beach,Miami-Dade County,669000,33141,2016
4315 N BAY RD,25.816211,-80.137914,13.9,166.8,11,102517.6733,565282.3267,15.35155336,21,227496.1828,440303.8172,34.06651434,10695.63624,Miami Beach,Miami-Dade County,667800,33140,2016
890 W 43rd Ct,25.81653,-80.134446,0.3,3.6,11,60385.5,606514.5,9.05465587,21,134001,532899,20.09311741,6300,Miami Beach,Miami-Dade County,666900,33140,2019
739 NE 74th St,25.843581,-80.181214,3,36,11,56551.5,603448.5,8.568409091,21,125493,534507,19.01409091,5900,Miami,Miami-Dade County,660000,33138,2017
404 N SHORE DR,25.860661,-80.134663,7.1,85.2,11,102517.6733,557482.3267,15.53298081,21,227496.1828,432503.8172,34.4691186,10695.63624,Miami Beach,Miami-Dade County,660000,33141,2015
645 NE 70th St,25.839782,-80.183491,13.9,166.8,11,51759,608141,7.84346113,21,114858,545042,17.40536445,5400,Miami,Miami-Dade County,659900,33138,2019
4412 NE 1st AVE,25.816562,-80.193797,1.4,16.8,11,102517.6733,556482.3267,15.55655134,21,227496.1828,431503.8172,34.52142379,10695.63624,Miami,Miami-Dade County,659000,33137,2016
163 N Shore Dr,25.859382,-80.130154,0.1,1.2,11,102517.6733,556482.3267,15.55655134,21,227496.1828,431503.8172,34.52142379,10695.63624,Miami Beach,Miami-Dade County,659000,33141,2019
871 NE 83 St,25.855374,-80.193103,1,12,11,204275.52,454724.48,30.99780273,21,453306.24,205693.76,68.78698634,21312,Miami,Miami-Dade County,659000,33138,2018
534 NE 92 ST,25.863152,-80.192825,13.9,166.8,11,102517.6733,556482.3267,15.55655134,21,227496.1828,431503.8172,34.52142379,10695.63624,Miami Shores,Miami-Dade County,659000,33138,2015
714 NE 74th St,25.843137,-80.181812,7.1,85.2,11,56551.5,601448.5,8.594452888,21,125493,532507,19.0718845,5900,Miami,Miami-Dade County,658000,33138,2017
560 N SHORE DR,25.860585,-80.136913,0.8,9.6,11,102517.6733,554482.3267,15.60390766,21,227496.1828,429503.8172,34.62651184,10695.63624,Miami Beach,Miami-Dade County,657000,33141,2014
714 NE 70th St,25.839492,-80.182103,13.9,166.8,11,102517.6733,551482.3267,15.67548522,21,227496.1828,426503.8172,34.78534905,10695.63624,Miami,Miami-Dade County,654000,33138,2016
215 FAIRWAY DR,25.859985,-80.131651,2.6,31.2,11,102517.6733,548057.3267,15.75800997,21,227496.1828,423078.8172,34.96847908,10695.63624,Miami Beach,Miami-Dade County,650575,33141,2014
646 NE 83rd St,25.851391,-80.183732,5,60,11,53244.675,596755.325,8.191488462,21,118154.85,531845.15,18.17766923,5555,Miami,Miami-Dade County,650000,33138,2018
888 NE 71 St,25.855374,-80.193103,4.6,55.2,11,119812.5,530187.5,18.43269231,21,265875,384125,40.90384615,12500,Miami,Miami-Dade County,650000,33138,2017
631 NE 72nd St,25.841228,-80.183365,3.7,44.4,11,71887.5,578112.5,11.05961538,21,159525,490475,24.54230769,7500,Miami,Miami-Dade County,650000,33138,2016
5195 NE 5th Ave,25.823485,-80.184435,0.3,3.6,11,79076.25,570923.75,12.16557692,21,175477.5,474522.5,26.99653846,8250,Miami,Miami-Dade County,650000,33137,2016
1605 BIARRITZ DR,25.851395,-80.136019,4.4,52.8,11,102517.6733,547482.3267,15.77194974,21,227496.1828,422503.8172,34.99941273,10695.63624,Miami Beach,Miami-Dade County,650000,33141,2016
9341 NE 9th Ave,25.861725,-80.17906,0.3,3.6,11,92016,557984,14.15630769,21,204192,445808,31.41415385,9600,Miami Shores,Miami-Dade County,650000,33138,2016
1080 NE 86th St,25.854351,-80.175009,13.9,166.8,11,102517.6733,547482.3267,15.77194974,21,227496.1828,422503.8172,34.99941273,10695.63624,Miami,Miami-Dade County,650000,33138,2016
899 NE 71st St,25.840727,-80.177978,13.9,166.8,11,102517.6733,547482.3267,15.77194974,21,227496.1828,422503.8172,34.99941273,10695.63624,Miami,Miami-Dade County,650000,33138,2016
8925 NE 9 CT,25.857677,-80.177799,0.3,3.6,11,102517.6733,547482.3267,15.77194974,21,227496.1828,422503.8172,34.99941273,10695.63624,Miami,Miami-Dade County,650000,33138,2015
1136 NE 88 ST,25.855374,-80.193103,13.9,166.8,11,102517.6733,547482.3267,15.77194974,21,227496.1828,422503.8172,34.99941273,10695.63624,Miami,Miami-Dade County,650000,33138,2015
7444 GARY AV,25.859978,-80.128522,5,60,11,102517.6733,547482.3267,15.77194974,21,227496.1828,422503.8172,34.99941273,10695.63624,Miami Beach,Miami-Dade County,650000,33141,2014
764 NE 74 ST,25.855374,-80.193103,0,0,11,102517.6733,547382.3267,15.77437657,21,227496.1828,422403.8172,35.00479809,10695.63624,Miami,Miami-Dade County,649900,33138,2018
1156 NE 88th St,25.856238,-80.173869,3.5,42,11,83063.61,566836.39,12.78098323,21,184325.82,465574.18,28.36218187,8666,Miami,Miami-Dade County,649900,33138,2018
667 NE 69th St,25.83908,-80.182924,0.3,3.6,11,71887.5,578012.5,11.06131713,21,159525,490375,24.54608401,7500,Miami,Miami-Dade County,649900,33138,2016
900 NE 72 TE,25.855374,-80.193103,13.9,166.8,11,102517.6733,547382.3267,15.77437657,21,227496.1828,422403.8172,35.00479809,10695.63624,Miami,Miami-Dade County,649900,33138,2015
674 NE 75 ST,25.855374,-80.193103,7.1,85.2,11,102517.6733,547382.3267,15.77437657,21,227496.1828,422403.8172,35.00479809,10695.63624,Miami,Miami-Dade County,649900,33138,2015
298 NE 91st St,25.85847,-80.191399,7.1,85.2,11,130346.415,519153.585,20.0687321,21,289250.73,360249.27,44.53436952,13599,Miami Shores,Miami-Dade County,649500,33138,2018
1001 S Shore Dr,25.854653,-80.144462,0.2,2.4,11,60385.5,588614.5,9.304391371,21,134001,514999,20.64730354,6300,Miami Beach,Miami-Dade County,649000,33141,2019
389 NE 85 St,25.863152,-80.192825,0.3,3.6,11,59427,589573,9.156702619,21,131874,517126,20.31956857,6200,El Portal,Miami-Dade County,649000,33138,2019
455 NE 39th St,25.813917,-80.187416,2.4,28.8,11,102517.6733,546482.3267,15.79625167,21,227496.1828,421503.8172,35.05334095,10695.63624,Miami,Miami-Dade County,649000,33137,2019
7700 Beachview Dr.,25.84671,-80.157341,5,60,11,76680,572320,11.81510015,21,170160,478840,26.21879815,8000,North Bay Village,Miami-Dade County,649000,33141,2019
635 NE 71st St,25.840519,-80.183528,0.2,2.4,11,71887.5,577112.5,11.07665639,21,159525,489475,24.58012327,7500,Miami,Miami-Dade County,649000,33138,2018
596 W 50th St,25.826115,-80.128738,0.4,4.8,11,61823.25,587176.75,9.525924499,21,137191.5,511808.5,21.13890601,6450,Miami Beach,Miami-Dade County,649000,33140,2018
1730 71st St,25.851164,-80.137944,1.1,13.2,11,62302.5,586697.5,9.599768875,21,138255,510745,21.3027735,6500,Miami Beach,Miami-Dade County,649000,33141,2018
952 NE 91st Ter,25.859358,-80.177957,5,60,11,106757.73,542242.27,16.44957319,21,236905.26,412094.74,36.50312173,11138,Miami Shores,Miami-Dade County,649000,33138,2018
775 NE 72nd Ter,25.842085,-80.180212,13.9,166.8,11,56551.5,592448.5,8.713636364,21,125493,523507,19.33636364,5900,Miami,Miami-Dade County,649000,33138,2017
769 NE 73rd St,25.842819,-80.180374,13.9,166.8,11,84827.25,564172.75,13.07045455,21,188239.5,460760.5,29.00454545,8850,Miami,Miami-Dade County,649000,33138,2017
7513 ADVENTURE AV,25.845195,-80.153689,3.9,46.8,11,73804.5,575195.5,11.3720339,21,163779,485221,25.23559322,7700,North Bay Village,Miami-Dade County,649000,33141,2017
287 NE 90th St,25.858099,-80.191454,2.4,28.8,11,102517.6733,546482.3267,15.79625167,21,227496.1828,421503.8172,35.05334095,10695.63624,El Portal,Miami-Dade County,649000,33138,2016
525 NE 50th Ter,25.822526,-80.183875,2.8,33.6,11,102517.6733,546482.3267,15.79625167,21,227496.1828,421503.8172,35.05334095,10695.63624,Miami,Miami-Dade County,649000,33137,2016
7625 NE 7th Ct,25.845658,-80.180958,3.5,42,11,102517.6733,546482.3267,15.79625167,21,227496.1828,421503.8172,35.05334095,10695.63624,Miami,Miami-Dade County,649000,33138,2016
166 NE 93rd St,25.860291,-80.193979,0.3,3.6,11,102517.6733,546482.3267,15.79625167,21,227496.1828,421503.8172,35.05334095,10695.63624,Miami Shores,Miami-Dade County,649000,33138,2016
580 N SHORE DR.,25.860574,-80.137268,2.3,27.6,11,102517.6733,546482.3267,15.79625167,21,227496.1828,421503.8172,35.05334095,10695.63624,Miami Beach,Miami-Dade County,649000,33141,2016
846 RAYMOND ST,25.857388,-80.127387,5,60,11,102517.6733,546482.3267,15.79625167,21,227496.1828,421503.8172,35.05334095,10695.63624,Miami Beach,Miami-Dade County,649000,33141,2016
698 NE 69 ST,25.855374,-80.193103,7.1,85.2,11,102517.6733,546482.3267,15.79625167,21,227496.1828,421503.8172,35.05334095,10695.63624,Miami,Miami-Dade County,649000,33138,2015
728 NE 72 ST,25.855374,-80.193103,7.1,85.2,11,102517.6733,546482.3267,15.79625167,21,227496.1828,421503.8172,35.05334095,10695.63624,Miami,Miami-Dade County,649000,33138,2015
1200 NE 94 ST,25.863152,-80.192825,3,36,11,102517.6733,546482.3267,15.79625167,21,227496.1828,421503.8172,35.05334095,10695.63624,Miami Shores,Miami-Dade County,649000,33138,2014
1345 BAY DR,25.852491,-80.132743,5,60,11,102517.6733,545482.3267,15.8206286,21,227496.1828,420503.8172,35.10743561,10695.63624,Miami Beach,Miami-Dade County,648000,33141,2014
1220 NE 88 ST,25.855374,-80.193103,13.9,166.8,11,102517.6733,545382.3267,15.82307043,21,227496.1828,420403.8172,35.11285426,10695.63624,Miami,Miami-Dade County,647900,33138,2015
390 NE 91st St,25.858533,-80.189343,8.5,102,11,97048.125,548951.875,15.02292957,21,215358.75,430641.25,33.3372678,10125,Miami Shores,Miami-Dade County,646000,33138,2017
1168 NE 88 St,25.855374,-80.193103,0.3,3.6,11,74791.755,570208.245,11.59562093,21,165969.81,479030.19,25.73175349,7803,Miami,Miami-Dade County,645000,33138,2018
696 NE 67th St,25.837163,-80.182435,4.4,52.8,11,102517.6733,542482.3267,15.89421292,21,227496.1828,417503.8172,35.27072601,10695.63624,Miami,Miami-Dade County,645000,33138,2016
401 NE 86th St,25.854547,-80.188839,2.2,26.4,11,53033.805,586966.195,8.286532031,21,117686.91,522313.09,18.38857969,5533,El Portal,Miami-Dade County,640000,33138,2019
530 W 40 ST,25.812834,-80.130107,0.1,1.2,11,102517.6733,537482.3267,16.01838646,21,227496.1828,412503.8172,35.54627856,10695.63624,Miami Beach,Miami-Dade County,640000,33140,2014
8260 E Dixie hwy,25.851332,-80.182491,3.6,43.2,11,149526,490374,23.36708861,21,331812,308088,51.85372714,15600,Miami,Miami-Dade County,639900,33138,2017
250 NE 91 ST,25.863152,-80.192825,1.8,21.6,11,102517.6733,536482.3267,16.04345436,21,227496.1828,411503.8172,35.60190654,10695.63624,Miami Shores,Miami-Dade County,639000,33138,2015
7821 Coquina Dr,25.848046,-80.157942,5,60,11,73804.5,565195.5,11.55,21,163779,475221,25.63051643,7700,North Bay Village,Miami-Dade County,639000,33141,2017
846 Raymond St,25.857388,-80.127387,5,60,11,102517.6733,536482.3267,16.04345436,21,227496.1828,411503.8172,35.60190654,10695.63624,Miami Beach,Miami-Dade County,639000,33141,2016
265 NE 92nd St,25.859967,-80.191885,5,60,11,98150.4,540849.6,15.36,21,217804.8,421195.2,34.08525822,10240,Miami Shores,Miami-Dade County,639000,33138,2016
8320 E DIXIE HY,25.852086,-80.181683,3,36,11,102517.6733,536482.3267,16.04345436,21,227496.1828,411503.8172,35.60190654,10695.63624,Miami,Miami-Dade County,639000,33138,2014
787 NE 87th St,25.855593,-80.181246,13.9,166.8,11,113869.8,521130.2,17.93225197,21,252687.6,382312.4,39.79332283,11880,Miami,Miami-Dade County,635000,33138,2018
7601 Coquina Dr,25.84613,-80.157863,13.9,166.8,11,73804.5,561195.5,11.62275591,21,163779,471221,25.7919685,7700,North Bay Village,Miami-Dade County,635000,33141,2018
1035 NE 82nd Street,25.850657,-80.175758,13.9,166.8,11,107831.25,527168.75,16.98129921,21,239287.5,395712.5,37.68307087,11250,Miami,Miami-Dade County,635000,33138,2017
660 NE 72nd St,25.840858,-80.183045,2.6,31.2,11,102517.6733,532482.3267,16.14451549,21,227496.1828,407503.8172,35.82617051,10695.63624,Miami,Miami-Dade County,635000,33138,2016
1440 MARSEILLE DR,25.854501,-80.135416,5,60,11,102517.6733,532482.3267,16.14451549,21,227496.1828,407503.8172,35.82617051,10695.63624,Miami Beach,Miami-Dade County,635000,33141,2014
260 N SHORE DR,25.860571,-80.132021,3,36,11,102517.6733,527482.3267,16.27264656,21,227496.1828,402503.8172,36.1105052,10695.63624,Miami Beach,Miami-Dade County,630000,33141,2014
71 NE 46th St,25.818049,-80.194064,5,60,11,55113.75,573886.25,8.762122417,21,122302.5,506697.5,19.44395866,5750,Miami,Miami-Dade County,629000,33137,2017
8800 NE 9th Ct,25.856258,-80.178067,13.9,166.8,11,79076.25,549923.75,12.57174086,21,175477.5,453522.5,27.89785374,8250,Miami,Miami-Dade County,629000,33138,2019
670 NE 58th St,25.829302,-80.181482,3.8,45.6,11,52353.27,576646.73,8.323254372,21,116176.74,512823.26,18.47006995,5462,Miami,Miami-Dade County,629000,33137,2017
1799 Bay Dr,25.849907,-80.138883,13.9,166.8,11,71120.7,557879.3,11.30694754,21,157823.4,471176.6,25.09116057,7420,Miami Beach,Miami-Dade County,629000,33141,2016
1775 BIARRITZ DR,25.850779,-80.138547,4.2,50.4,11,102517.6733,526482.3267,16.29851722,21,227496.1828,401503.8172,36.16791459,10695.63624,Miami Beach,Miami-Dade County,629000,33141,2015
151 NE 43rd St,25.81584,-80.192406,0.3,3.6,11,50321.25,574678.75,8.0514,21,111667.5,513332.5,17.8668,5250,Miami,Miami-Dade County,625000,33137,2018
7404 Gary Ave,25.859173,-80.128486,13.9,166.8,11,102517.6733,522482.3267,16.40282773,21,227496.1828,397503.8172,36.39938924,10695.63624,Miami Beach,Miami-Dade County,625000,33141,2019
775 NE 75th St,25.844479,-80.180295,1.8,21.6,11,59906.25,565093.75,9.585,21,132937.5,492062.5,21.27,6250,Miami,Miami-Dade County,625000,33138,2018
1515 Bay Dr,25.851523,-80.134098,13.9,166.8,11,79967.655,545032.345,12.7948248,21,177455.61,447544.39,28.3928976,8343,Miami Beach,Miami-Dade County,625000,33141,2018
637 NE 67th St,25.837476,-80.18349,5,60,11,55113.75,569886.25,8.8182,21,122302.5,502697.5,19.5684,5750,Miami,Miami-Dade County,625000,33138,2017
832 Raymond St,25.857275,-80.127006,0.8,9.6,11,102517.6733,522482.3267,16.40282773,21,227496.1828,397503.8172,36.39938924,10695.63624,Miami Beach,Miami-Dade County,625000,33141,2017
920 N Shore Dr,25.859325,-80.142811,0.3,3.6,11,71206.965,553793.035,11.3931144,21,158014.83,466985.17,25.2823728,7429,Miami Beach,Miami-Dade County,625000,33141,2016
990 NE 72nd Ter,25.841709,-80.176653,7.1,85.2,11,63443.115,561556.885,10.1508984,21,140786.13,484213.87,22.5257808,6619,Miami,Miami-Dade County,625000,33138,2016
7531 Center Bay Dr,25.845924,-80.158645,1.4,16.8,11,102517.6733,522482.3267,16.40282773,21,227496.1828,397503.8172,36.39938924,10695.63624,North Bay Village,Miami-Dade County,625000,33141,2016
1595 Biarritz Dr,25.851462,-80.135887,5,60,11,61641.135,563358.865,9.8625816,21,136787.37,488212.63,21.8859792,6431,Miami Beach,Miami-Dade County,625000,33141,2016
525 Fairway Dr,25.860279,-80.136173,8.1,97.2,11,102517.6733,522482.3267,16.40282773,21,227496.1828,397503.8172,36.39938924,10695.63624,Miami Beach,Miami-Dade County,625000,33141,2016
1180 NE 86 ST,25.855374,-80.193103,1,12,11,102517.6733,522482.3267,16.40282773,21,227496.1828,397503.8172,36.39938924,10695.63624,Miami,Miami-Dade County,625000,33138,2015
7524 BUCCANEER AV,25.845734,-80.152495,7.1,85.2,11,102517.6733,522482.3267,16.40282773,21,227496.1828,397503.8172,36.39938924,10695.63624,Miami,Miami-Dade County,625000,33141,2015
340 N SHORE DR,25.860698,-80.133549,4.7,56.4,11,102517.6733,522482.3267,16.40282773,21,227496.1828,397503.8172,36.39938924,10695.63624,Miami Beach,Miami-Dade County,625000,33141,2014
708 NE 75th St,25.843931,-80.182009,6.3,75.6,11,56551.5,568348.5,9.04968795,21,125493,499407,20.08209313,5900,Miami,Miami-Dade County,624900,33138,2018
531 NE 52nd St,25.824,-80.183838,7.1,85.2,11,80159.355,543840.645,12.84605048,21,177881.01,446118.99,28.50657212,8363,Miami,Miami-Dade County,624000,33137,2019
1111 NE 91 TE,25.863152,-80.192825,4.3,51.6,11,102517.6733,520782.3267,16.44756511,21,227496.1828,395803.8172,36.49866561,10695.63624,Miami Shores,Miami-Dade County,623300,33138,2014
578 NE 93 ST,25.863152,-80.192825,3.6,43.2,11,102517.6733,517809.3267,16.52639226,21,227496.1828,392830.8172,36.67359034,10695.63624,Miami Shores,Miami-Dade County,620327,33138,2015
4724 NE 1 AV,25.822892,-80.187228,12.1,145.2,11,102517.6733,517482.3267,16.5351086,21,227496.1828,392503.8172,36.6929327,10695.63624,Miami,Miami-Dade County,620000,33137,2014
